outcome,category_name,sub_category_name,goal,pledged,outcome
successful,Music,"Country & Folk",3000,4500,successful
failed,Food,"Small Batch",2000,1076,failed
failed,Fashion,Apparel,5000,50,failed
failed,Design,"Product Design",50000,11754,failed
successful,Food,Food,30000,30664,successful
failed,Publishing,Nonfiction,3000,1096,failed
failed,Games,"Tabletop Games",2500,1366,failed
failed,Fashion,Apparel,10000,210,failed
failed,Fashion,Apparel,50000,1460,failed
failed,Design,"Product Design",15500,58,failed
failed,"Film & Video","Film & Video",12000,60,failed
failed,Publishing,Fiction,4800,926,failed
failed,"Film & Video",Documentary,500,241,failed
successful,Music,Music,12000,13037,successful
successful,"Film & Video",Animation,4000,7446,successful
successful,"Film & Video","Film & Video",3000,3274,successful
failed,"Film & Video",Documentary,3000,435,failed
failed,Technology,Web,30000,0,failed
successful,Music,"Indie Rock",1000,1254,successful
failed,Comics,Anthologies,1500,137,failed
successful,Music,"Country & Folk",400,440,successful
failed,Food,Food,3000,0,failed
successful,Comics,Comics,2000,2232,successful
failed,Photography,Photography,15000,0,failed
successful,"Film & Video",Documentary,7500,7900,successful
failed,Publishing,Fiction,100,0,failed
failed,Fashion,Apparel,100000,0,failed
failed,Food,Cookbooks,10000,3,failed
successful,Games,"Tabletop Games",18000,20680,successful
failed,Games,"Tabletop Games",9000,3536,failed
failed,Publishing,"Children's Books",900,80,failed
failed,Music,Rock,3500,471,failed
failed,Publishing,"Children's Books",1000,0,failed
successful,Food,Restaurants,20000,22783,successful
failed,Publishing,Fiction,5000,0,failed
failed,Music,Punk,3000,1542,failed
successful,Comics,Comics,5999,7050.16,successful
successful,Food,Food,5475,5534,successful
successful,Design,"Product Design",5000,5035,successful
successful,Publishing,Nonfiction,5000,7560,successful
failed,Music,Rock,20000,195,failed
failed,Art,"Mixed Media",250,26,failed
successful,Music,Pop,1000,1000,successful
successful,Comics,Comics,675,725,successful
failed,Design,"Product Design",8000,131,failed
failed,Publishing,Nonfiction,3500,500,failed
failed,Publishing,"Children's Books",1500,530,failed
failed,Games,"Tabletop Games",4250,507,failed
successful,Theater,Plays,10000,12806,successful
successful,"Film & Video",Shorts,3000,3500.76,successful
successful,"Film & Video",Animation,2500,2576,successful
failed,Fashion,Apparel,5000,1,failed
failed,Food,Food,10000,82,failed
failed,Fashion,Fashion,42600,1370,failed
failed,Fashion,Apparel,50000,72,failed
failed,Art,Art,12000,5931,failed
failed,Dance,Dance,2700,37,failed
failed,Theater,Theater,2500,1209,failed
failed,Design,"Product Design",12000,3021,failed
failed,Publishing,Nonfiction,2750,281,failed
successful,Music,"Country & Folk",2500,5405,successful
successful,Food,Drinks,5000,5013,successful
successful,Art,"Public Art",3000,3012,successful
failed,Art,Art,2500,397,failed
failed,"Film & Video",Documentary,550,0,failed
failed,Fashion,Accessories,390,134,failed
failed,Art,"Digital Art",7000,5886,failed
successful,Technology,Technology,125000,809551,successful
successful,"Film & Video",Documentary,75000,75775.88,successful
failed,"Film & Video","Film & Video",13000,205,failed
failed,"Film & Video",Documentary,50000,0,failed
failed,Art,Painting,6500,1811,failed
failed,Technology,Web,20000,0,failed
failed,Technology,Hardware,4000,0,failed
successful,Music,Music,3000,3971,successful
successful,Theater,Theater,4000,4710.82,successful
failed,Publishing,Nonfiction,15000,30,failed
successful,Publishing,Publishing,16000,17493.25,successful
failed,Music,Music,10000,0,failed
failed,Technology,Apps,100000,1677,failed
failed,Food,"Food Trucks",50000,1,failed
failed,Publishing,"Children's Books",3000,10,failed
failed,Music,Rock,3500,1396,failed
failed,Music,"Indie Rock",5000,701,failed
failed,Technology,Web,25000,50,failed
successful,Dance,Dance,2000,2326,successful
failed,"Film & Video",Documentary,20000,100,failed
failed,Games,"Video Games",10000,36,failed
failed,Games,"Video Games",35000,4339,failed
failed,"Film & Video","Science Fiction",20000,17460,failed
failed,Games,"Video Games",25000,7,failed
successful,Food,Drinks,250,313,successful
successful,"Film & Video",Animation,40000,45845.69,successful
failed,Music,Music,1100,75,failed
failed,Technology,Technology,100000,23509,failed
failed,Crafts,Woodworking,1000,587,failed
failed,Games,"Video Games",9000,7042,failed
failed,Design,"Product Design",200000,197,failed
successful,"Film & Video","Narrative Film",3000,3031,successful
failed,Journalism,Journalism,10000,100,failed
failed,Publishing,Fiction,2000,30,failed
successful,Art,"Mixed Media",1100,1495.99,successful
successful,Music,"Country & Folk",7700,9205,successful
failed,Art,"Performance Art",3000,145,failed
successful,Comics,Comics,24500,29299,successful
successful,Comics,Comics,1500,4270,successful
failed,Design,"Product Design",50000,826,failed
failed,Food,Food,20000,3490,failed
successful,Design,"Graphic Design",1000,1315,successful
successful,Design,"Product Design",20000,21127,successful
failed,Fashion,Ready-to-wear,1800,0,failed
failed,"Film & Video",Horror,2100,2,failed
successful,Technology,Software,6000,6786,successful
successful,Publishing,"Art Books",2000,4830,successful
failed,Fashion,Ready-to-wear,35000,19458,failed
successful,Art,Art,1000,1180,successful
successful,Food,Food,850,53419.65,successful
failed,Design,"Product Design",25000,371,failed
successful,Art,Sculpture,3300,6306,successful
failed,Games,"Video Games",1000,128,failed
successful,Design,"Product Design",20000,27289,successful
successful,"Film & Video",Shorts,1000,1016,successful
successful,Publishing,"Children's Books",2700,3449,successful
successful,Theater,Plays,2500,3039,successful
failed,Publishing,Fiction,1000,185,failed
failed,Fashion,Fashion,10000,1042,failed
failed,Publishing,"Radio & Podcasts",750,0,failed
failed,Music,Music,6000,11,failed
failed,Publishing,Nonfiction,5000,37,failed
successful,Art,Sculpture,3000,3055,successful
successful,Music,Rock,6000,6551.38,successful
failed,Food,Food,175000,9895,failed
successful,Music,"Country & Folk",2000,2282.5,successful
failed,Art,Sculpture,5000,31,failed
failed,Technology,"Fabrication Tools",10000,106.5,failed
successful,Art,Textiles,150,176,successful
failed,Comics,"Graphic Novels",5000,35,failed
failed,Crafts,Crafts,25000,2836,failed
successful,"Film & Video","Narrative Film",12000,12376,successful
successful,Theater,Theater,2000,2020,successful
failed,Technology,Apps,50000,1,failed
successful,"Film & Video","Film & Video",17500,17675,successful
failed,Publishing,Poetry,1000,471,failed
failed,"Film & Video",Animation,10000,0,failed
failed,"Film & Video","Film & Video",2480,53,failed
failed,"Film & Video",Animation,10000,2381,failed
failed,Games,Games,1500,120,failed
failed,Publishing,Nonfiction,8000,1784.36,failed
failed,"Film & Video","Film & Video",10000,100,failed
successful,Comics,"Graphic Novels",99,7578,successful
failed,Technology,Technology,20000,1,failed
failed,"Film & Video",Documentary,10000,1156,failed
failed,Music,Rock,2500,0,failed
failed,Design,"Product Design",2000,0,failed
successful,Music,Music,2222,2374,successful
successful,Fashion,Footwear,10000,62436.3,successful
failed,Design,"Interactive Design",2000,1,failed
failed,Fashion,Fashion,5000,381,failed
failed,Publishing,Nonfiction,17147,310,failed
successful,Art,Painting,9750,9963.43,successful
failed,Games,"Tabletop Games",12000,3176,failed
successful,Music,"World Music",2000,2110,successful
successful,Art,Painting,2500,2581,successful
failed,Music,Jazz,10000,1826,failed
failed,Theater,Theater,5000,805,failed
successful,Publishing,"Children's Books",4000,4025,successful
failed,Design,Design,5000,4,failed
failed,Publishing,Poetry,100000,15,failed
failed,"Film & Video",Documentary,35000,7478,failed
failed,Comics,Anthologies,5000,1686,failed
failed,"Film & Video",Webseries,1000,12,failed
failed,Theater,Plays,5000,3905,failed
failed,Journalism,Video,6000,0,failed
failed,"Film & Video","Film & Video",3500,48,failed
successful,Music,"Indie Rock",1500,1625,successful
successful,Art,Illustration,2000,2750,successful
failed,Food,"Food Trucks",25000,414,failed
failed,Food,Events,3000,5,failed
successful,Music,"Country & Folk",2500,3104,successful
successful,"Film & Video","Film & Video",19000,19000,successful
successful,Publishing,Nonfiction,1024,1227,successful
successful,"Film & Video",Documentary,6500,9076,successful
failed,Music,Rock,1400,116,failed
successful,Art,Illustration,5000,5004,successful
successful,Music,Music,4000,4125,successful
failed,Games,"Video Games",5000,1880,failed
failed,Fashion,Accessories,4000,134,failed
successful,Music,"Indie Rock",8000,9300.01,successful
successful,"Film & Video","Narrative Film",5500,5586,successful
successful,"Film & Video",Horror,1600,1885,successful
failed,Publishing,Nonfiction,2000,347,failed
successful,Music,Music,1500,1770,successful
failed,Art,Art,5000,0,failed
successful,"Film & Video",Documentary,10000,10258,successful
failed,Food,Bacon,5000,0,failed
failed,Music,"Classical Music",70000,0,failed
successful,Publishing,Nonfiction,15000,15435,successful
successful,Music,"Indie Rock",1665,1875.66,successful
failed,Publishing,Publishing,100000,481,failed
failed,"Film & Video","Film & Video",4500,10,failed
failed,Publishing,"Children's Books",16370,40,failed
successful,Music,Faith,20000,30089,successful
successful,Theater,Festivals,1500,1570,successful
failed,Art,"Public Art",4243,766,failed
failed,Food,Food,5000,1129,failed
successful,"Film & Video",Shorts,2000,2206,successful
failed,Food,Restaurants,15000,0,failed
successful,Design,"Product Design",1200,1665,successful
successful,Theater,Theater,2500,2810,successful
successful,Music,Faith,1000,1001,successful
failed,Design,"Product Design",6000,697,failed
successful,Games,"Tabletop Games",15000,18721.51,successful
successful,"Film & Video",Documentary,80000,101111.22,successful
failed,Music,"Country & Folk",2500,660,failed
failed,"Film & Video",Animation,5000,26,failed
failed,Food,Farms,55000,54,failed
successful,Comics,"Graphic Novels",10000,13244,successful
successful,Music,"Classical Music",10000,10940,successful
failed,Music,Music,2000,0,failed
failed,Publishing,Poetry,7000,20,failed
failed,"Film & Video",Documentary,22000,105,failed
failed,Technology,Apps,10000,1,failed
failed,"Film & Video","Film & Video",10000,0,failed
successful,"Film & Video",Shorts,1250,1260,successful
failed,Comics,Anthologies,8000,3691,failed
successful,Games,"Tabletop Games",10000,36127.5,successful
failed,Publishing,"Children's Books",300,0,failed
successful,Games,"Tabletop Games",560,878,successful
successful,Music,Rock,3500,3520,successful
successful,"Film & Video","Narrative Film",1000,2584,successful
successful,Art,"Public Art",5000,5360,successful
failed,Theater,Musical,3000,926,failed
successful,"Film & Video",Shorts,200,520,successful
failed,"Film & Video",Shorts,1500,435,failed
successful,Design,"Product Design",8000,8881,successful
successful,Design,"Graphic Design",600,1347,successful
successful,Publishing,Publishing,2500,2671,successful
successful,Music,"Indie Rock",40000,41530,successful
failed,Art,Illustration,2300,35,failed
failed,Publishing,Fiction,4000,1,failed
failed,Music,Rock,1500,0,failed
successful,Art,"Conceptual Art",2000,2205,successful
failed,Food,"Food Trucks",15000,0,failed
failed,Technology,Sound,25000,9619,failed
failed,Fashion,Apparel,1500,0,failed
successful,Fashion,Accessories,1000,1160,successful
failed,Publishing,Nonfiction,25000,0,failed
failed,Design,"Product Design",3600,59,failed
successful,Crafts,Knitting,19000,32448.5,successful
failed,Games,"Tabletop Games",14500,1242,failed
successful,Music,"Country & Folk",1000,2186,successful
failed,Art,"Performance Art",10000,3581,failed
failed,Theater,Experimental,5700,620,failed
failed,Design,"Product Design",75000,18913,failed
successful,Games,"Playing Cards",10000,23539.01,successful
failed,Technology,Technology,20000,50,failed
failed,Technology,Technology,30000,0,failed
failed,"Film & Video","Narrative Film",250000,27400,failed
failed,Fashion,Fashion,1000,0,failed
successful,Games,"Tabletop Games",200,4060,successful
failed,Fashion,Fashion,18000,60,failed
failed,Technology,Technology,15000,200,failed
failed,Games,"Mobile Games",1000,0,failed
failed,Theater,Theater,5000,2362,failed
successful,Comics,"Graphic Novels",2500,2525,successful
successful,Comics,"Comic Books",3800,3965,successful
successful,Fashion,Accessories,6000,9069,successful
successful,Publishing,"Children's Books",7500,11739,successful
failed,Journalism,Video,100,23,failed
failed,Food,Food,500,266,failed
successful,Art,Installations,200,202,successful
failed,Art,Art,8953,1545,failed
failed,"Film & Video",Shorts,20000,305,failed
failed,Games,"Live Games",800,175,failed
successful,Music,"Classical Music",15000,15542,successful
failed,Music,Rock,30000,551,failed
failed,"Film & Video",Comedy,20000,745,failed
failed,Technology,Hardware,358000,43320,failed
failed,Technology,Web,5000,50,failed
successful,Photography,Photography,1,10,successful
successful,Games,"Mobile Games",5000,5264,successful
successful,Crafts,Crafts,20000,22793,successful
failed,Crafts,Crafts,25000,225,failed
successful,Games,"Video Games",500,500,successful
failed,Games,Games,475000,12,failed
successful,Music,Music,400,674,successful
successful,"Film & Video",Shorts,5500,7045,successful
failed,Design,Design,5000,1641,failed
successful,Theater,Theater,999,1867,successful
successful,Design,"Graphic Design",5000,12129,successful
successful,Music,R&B,2000,2300,successful
failed,Publishing,Nonfiction,7500,1,failed
successful,Comics,"Comic Books",350,447,successful
failed,"Film & Video",Shorts,7500,4295,failed
failed,Games,"Video Games",500000,28959,failed
failed,"Film & Video",Shorts,1000,0,failed
successful,Music,"Indie Rock",1600,2015,successful
successful,Publishing,"Art Books",5000,5440,successful
failed,"Film & Video",Documentary,8500,20,failed
successful,Art,Art,25000,34096,successful
successful,Games,"Tabletop Games",1500,5603,successful
failed,Crafts,Crafts,11110,0,failed
successful,Technology,Apps,7500,8270,successful
successful,Theater,Festivals,1065,1075,successful
failed,Music,Rock,1650,185,failed
failed,Technology,Technology,1300000,126,failed
successful,Publishing,Fiction,4500,4560,successful
failed,"Film & Video",Webseries,6850,4185,failed
failed,Fashion,Ready-to-wear,10000,1,failed
successful,Design,"Product Design",100000,1842141.69,successful
failed,Photography,"Fine Art",500,90,failed
failed,Food,Food,65000,840,failed
failed,Design,"Product Design",50000,40924,failed
successful,Design,"Product Design",500,3941,successful
failed,Food,Restaurants,250000,7,failed
failed,Publishing,Poetry,2250,55,failed
failed,Art,"Conceptual Art",500,25,failed
successful,Fashion,Apparel,25000,31496,successful
successful,Design,"Product Design",10000,12071,successful
successful,Technology,Technology,75000,84002,successful
failed,Art,Painting,8500,90,failed
successful,"Film & Video",Webseries,4000,4249,successful
successful,Music,Music,1599,1710,successful
successful,Games,"Video Games",7000,14191.33,successful
successful,Technology,"Fabrication Tools",25000,28034.74,successful
successful,Games,"Tabletop Games",3000,11327,successful
successful,Design,"Product Design",3000,3415,successful
successful,"Film & Video",Shorts,3500,4227,successful
failed,Crafts,Crafts,10000,165,failed
successful,"Film & Video",Shorts,3000,3034.74,successful
failed,Games,"Video Games",5000,37,failed
failed,"Film & Video",Shorts,5000,1313,failed
successful,Technology,Wearables,100000,150952,successful
successful,Publishing,Nonfiction,3500,3675.81,successful
failed,Fashion,Footwear,15000,0,failed
failed,Food,Food,500,12,failed
successful,Publishing,Nonfiction,1000,1022.95,successful
failed,Theater,Theater,125000,886,failed
successful,Art,Painting,500,717,successful
successful,Art,Sculpture,1500,3015.01,successful
successful,Design,"Product Design",12500,18547,successful
successful,Music,Music,1500,2881.32,successful
failed,Technology,Technology,250,82,failed
successful,"Film & Video",Comedy,10000,10212,successful
successful,Music,Music,3000,3205,successful
failed,Fashion,Apparel,3000,12,failed
successful,Music,Music,1500,1640,successful
failed,"Film & Video",Drama,8000,4115,failed
failed,Technology,Technology,3500,697,failed
successful,Comics,"Comic Books",500,537,successful
failed,Photography,Photography,35000,3365,failed
successful,Food,Food,3000,3345,successful
failed,Publishing,Fiction,100000,660,failed
failed,Publishing,"Children's Books",2500,592,failed
successful,"Film & Video",Documentary,1000,1275,successful
failed,"Film & Video",Documentary,60000,569,failed
failed,Games,"Tabletop Games",11400,3245,failed
failed,Photography,Photography,15000,0,failed
failed,Crafts,Crafts,10000,30,failed
successful,"Film & Video",Shorts,3500,10190,successful
failed,Publishing,Fiction,8850,61,failed
failed,Art,Art,8888,7670,failed
failed,Technology,Web,15000,0,failed
failed,Technology,Web,110000,0,failed
successful,Technology,"DIY Electronics",10800,20605,successful
failed,Food,Food,45000,875,failed
failed,Publishing,Fiction,1500,26,failed
failed,Comics,"Comic Books",3000,470,failed
successful,Art,Illustration,7500,12381,successful
failed,Music,Pop,5000,0,failed
failed,Design,"Product Design",45000,20526,failed
successful,"Film & Video",Documentary,28500,35180,successful
failed,"Film & Video",Webseries,1250000,260372.61,failed
successful,Publishing,Periodicals,20000,20392.8,successful
failed,"Film & Video",Comedy,10000,4331.01,failed
failed,Fashion,Jewelry,5000,105,failed
failed,"Film & Video",Horror,5000,1,failed
failed,"Film & Video",Drama,2500,30,failed
successful,Crafts,Printing,2,25150.3,successful
successful,Music,Music,2700,2853.21,successful
failed,Music,Music,5000,2,failed
successful,Games,Games,500,610,successful
failed,"Film & Video","Film & Video",15000,106,failed
failed,Music,Hip-Hop,1125,1,failed
failed,Design,"Product Design",2000,101,failed
failed,Publishing,Fiction,50000,20,failed
successful,Music,Jazz,7000,7090,successful
failed,Publishing,Nonfiction,25000,0,failed
failed,Food,Food,5000,2287,failed
failed,Design,"Product Design",7500,2078,failed
failed,Games,"Video Games",10000,5,failed
successful,Dance,Dance,4444,4811,successful
failed,Food,Food,200,0,failed
successful,Music,Rock,300,300,successful
failed,Design,"Product Design",4500,2245,failed
failed,"Film & Video","Narrative Film",15000,0,failed
failed,Games,"Video Games",5000,590,failed
failed,Technology,Gadgets,15000,343,failed
successful,"Film & Video",Shorts,1500,1630,successful
successful,Design,"Product Design",4050,7219,successful
successful,Art,Painting,2500,2705.17,successful
failed,Design,"Product Design",10000,1004,failed
failed,Food,Spaces,65000,126,failed
successful,Technology,Sound,15000,58290,successful
failed,Fashion,Apparel,2000,0,failed
failed,Comics,"Graphic Novels",2000,0,failed
successful,Fashion,Apparel,150,1260,successful
successful,Crafts,Crafts,1200,1201,successful
successful,Food,Food,6500,7580,successful
failed,Music,Music,7500,0,failed
failed,Technology,Technology,100000,26,failed
failed,Design,"Product Design",65000,3248,failed
successful,Journalism,Journalism,1000,1000,successful
successful,"Film & Video",Animation,10000,10961.42,successful
failed,Music,Rock,5000,50,failed
failed,Technology,Apps,25000,30,failed
failed,Publishing,Nonfiction,1000,26,failed
failed,Design,"Product Design",15000,4140,failed
successful,Music,"Country & Folk",3000,3185.21,successful
successful,Games,"Tabletop Games",6000,6641,successful
successful,Publishing,Publishing,4000,4250,successful
failed,Music,Hip-Hop,5000,271,failed
failed,Fashion,Apparel,6000,448,failed
successful,Technology,Hardware,100000,191422.49,successful
successful,Theater,Musical,5000,6374,successful
failed,Food,Food,40000,0,failed
failed,Music,"Indie Rock",7000,0,failed
failed,Publishing,Poetry,500,10,failed
failed,Technology,Web,7000,0,failed
failed,Music,Rock,4000,190,failed
failed,Music,Latin,20000,267,failed
successful,"Film & Video",Shorts,1000,1202,successful
failed,Technology,Apps,80000,0,failed
successful,Comics,"Graphic Novels",1500,1561,successful
failed,Publishing,Fiction,50000,5,failed
failed,Fashion,Fashion,20000,120,failed
failed,"Film & Video","Film & Video",3000,152,failed
failed,Publishing,"Children's Books",5000,241,failed
successful,Music,"Country & Folk",4015,4108,successful
failed,Publishing,"Children's Books",1000,185,failed
successful,Games,"Video Games",12000,13312.09,successful
successful,Art,Art,2500,2882,successful
successful,Fashion,Accessories,500,504,successful
successful,"Film & Video",Action,1200,3100,successful
successful,Publishing,Calendars,3300,3719,successful
failed,Crafts,Woodworking,30000,1885,failed
failed,Design,"Product Design",4800,150,failed
failed,"Film & Video","Film & Video",100000000,1,failed
failed,"Film & Video",Webseries,360,0,failed
successful,Music,"Country & Folk",4000,5447,successful
failed,"Film & Video","Movie Theaters",40000,3475,failed
successful,Photography,Photobooks,2000,2116,successful
successful,Music,"Indie Rock",500,500,successful
failed,Technology,Technology,100000,0,failed
successful,Music,Metal,2000,3903,successful
successful,"Film & Video",Shorts,8000,9225.77,successful
successful,"Film & Video","Science Fiction",100000,638471.96,successful
failed,Fashion,Apparel,40000,620,failed
successful,Publishing,Publishing,4000,4075,successful
successful,"Film & Video","Film & Video",3000,5477,successful
failed,Crafts,Crafts,1200,978,failed
successful,"Film & Video",Television,8000,11961,successful
failed,Music,"Electronic Music",2000,182,failed
failed,Technology,Software,2500,235,failed
successful,Music,Hip-Hop,10000,10755,successful
failed,Photography,Photography,800,25,failed
successful,Music,"Classical Music",1700,2100,successful
failed,"Film & Video","Film & Video",50000,100,failed
successful,Comics,Comics,10000,19883.45,successful
successful,Music,"Indie Rock",2000,2260,successful
successful,Crafts,Crafts,50,305,successful
successful,"Film & Video",Documentary,30000,30550,successful
failed,"Film & Video","Narrative Film",8000,1,failed
failed,"Film & Video",Webseries,15000,0,failed
failed,Publishing,Fiction,500,0,failed
successful,Design,"Product Design",25000,146259,successful
successful,Music,"Classical Music",12000,14337.02,successful
successful,Music,"World Music",3000,3053,successful
successful,Art,Art,150,168,successful
failed,Photography,Photography,2500,0,failed
failed,"Film & Video","Music Videos",2000,210,failed
successful,Art,"Public Art",30000,64799.6,successful
failed,Publishing,"Art Books",10000,0,failed
failed,"Film & Video","Film & Video",38000,766,failed
failed,Photography,Photography,1200,171,failed
successful,"Film & Video",Documentary,20000,20376,successful
successful,Theater,Theater,4000,4225,successful
failed,Food,Drinks,5000,0,failed
failed,Publishing,"Children's Books",3500,1295,failed
successful,Music,Music,20000,47695,successful
failed,Technology,Technology,15000,157,failed
failed,Publishing,Nonfiction,47000,0,failed
successful,"Film & Video",Documentary,5000,5095,successful
failed,Food,"Farmer's Markets",13000,3317,failed
failed,"Film & Video",Thrillers,150000,21225,failed
successful,"Film & Video",Drama,8000,8030,successful
successful,Games,"Tabletop Games",7500,7986,successful
failed,Photography,"Fine Art",1500,0,failed
failed,Games,"Tabletop Games",49000,260,failed
failed,"Film & Video",Documentary,1000,86,failed
failed,Publishing,"Children's Books",6950,207,failed
failed,Fashion,Fashion,3000,425,failed
failed,"Film & Video",Documentary,30000,10515,failed
successful,Comics,"Graphic Novels",3700,3730,successful
failed,Art,Art,10000,2635,failed
successful,Fashion,Footwear,8200,8269,successful
successful,Music,Rock,500,551,successful
successful,Comics,Comics,500,736,successful
successful,Dance,Dance,3835,4486,successful
successful,Music,Music,10000,10398,successful
successful,"Film & Video",Documentary,1000,1869,successful
failed,Art,Sculpture,2100,1820,failed
successful,Music,"Indie Rock",400,1121,successful
successful,Photography,Photography,12500,12757,successful
failed,Theater,Theater,1500,11,failed
failed,Games,"Tabletop Games",4200,272.48,failed
successful,Design,"Product Design",6000,87407.78,successful
successful,Comics,Webcomics,110,266,successful
failed,Art,Art,5000,10,failed
successful,Music,Music,1000,1000,successful
failed,Food,Vegan,10,1,failed
successful,Design,"Product Design",500,1085,successful
successful,"Film & Video",Documentary,40000,43041,successful
failed,Music,"Indie Rock",100000,60277.02,failed
successful,"Film & Video",Documentary,30000,64446.55,successful
failed,Crafts,Knitting,1000,90,failed
successful,Music,Music,30,31,successful
failed,Food,"Small Batch",1500,22,failed
successful,Art,Art,625,661,successful
successful,Music,Jazz,6000,6633,successful
failed,Publishing,"Radio & Podcasts",4000,1002,failed
successful,"Film & Video",Shorts,5000,5099.66,successful
failed,"Film & Video",Animation,2200,0,failed
failed,Art,Painting,40,0,failed
failed,Fashion,Accessories,1000,31,failed
successful,Publishing,"Children's Books",10000,40071.38,successful
successful,Art,Art,7500,9038,successful
failed,Publishing,Publishing,500,210,failed
failed,Comics,Comics,7000,7,failed
failed,Publishing,Nonfiction,16000,0,failed
failed,"Film & Video",Animation,3500,500,failed
failed,"Film & Video",Webseries,50000,0,failed
failed,Games,"Tabletop Games",75000,426,failed
failed,Games,"Tabletop Games",15000,3861,failed
failed,Games,"Video Games",5000,2356.01,failed
successful,Theater,Theater,350,385,successful
failed,Food,Restaurants,30000,2185,failed
failed,Publishing,Periodicals,9500,2730,failed
successful,Music,"World Music",6000,6111,successful
failed,Technology,Hardware,50000,0,failed
successful,Music,"Country & Folk",3000,10470,successful
successful,Comics,Webcomics,24000,25238.97,successful
failed,Technology,Web,20000,80,failed
failed,Fashion,Fashion,6500,171,failed
successful,Music,Music,15000,17292,successful
failed,Publishing,Publishing,600,185,failed
failed,Music,"World Music",25000,2610,failed
failed,Publishing,"Children's Books",12000,11,failed
failed,Music,Hip-Hop,1200,1,failed
successful,Publishing,"Children's Books",30000,34288,successful
successful,Games,"Tabletop Games",4175,8042.35,successful
successful,Music,"Indie Rock",436,444.34,successful
successful,"Film & Video",Documentary,40000,42945.35,successful
successful,Music,"Country & Folk",10000,10770,successful
failed,Fashion,Accessories,1725,1106,failed
failed,Games,"Video Games",150000,33144,failed
failed,Photography,Photography,3500,1050,failed
failed,"Film & Video",Documentary,50000,27678,failed
failed,Publishing,Fiction,3000,315,failed
failed,"Film & Video",Drama,1500,320,failed
failed,Music,Rock,5500,965,failed
successful,Design,"Product Design",30000,81981,successful
failed,Technology,Gadgets,20000,2726,failed
successful,Art,Art,2000,2148,successful
successful,Publishing,Nonfiction,1,393,successful
failed,"Film & Video","Film & Video",50000,2749.88,failed
successful,Food,"Community Gardens",100,140,successful
failed,Music,Metal,900,16,failed
failed,Fashion,Apparel,850,5,failed
failed,Technology,Web,5000,200,failed
failed,"Film & Video",Documentary,12000,4483,failed
failed,Games,"Tabletop Games",6000,110,failed
successful,Design,Design,7000,7293,successful
failed,"Film & Video","Film & Video",3000,0,failed
successful,Food,Food,8444,10297,successful
successful,Games,"Tabletop Games",19750,149681,successful
successful,Music,Rock,5000,5000,successful
successful,Photography,Nature,400,400,successful
failed,Publishing,Fiction,1000,15,failed
failed,Art,Illustration,1000,630,failed
failed,Technology,Apps,100000,45,failed
successful,Publishing,Periodicals,3300,3781,successful
failed,Music,Music,4000,270,failed
successful,Art,"Digital Art",18000,20309,successful
successful,Music,"Country & Folk",7500,7785,successful
successful,Design,Design,3500,4365,successful
failed,Music,"World Music",19000,1242,failed
successful,Art,Painting,200,386,successful
successful,Design,"Product Design",3000,5105,successful
successful,Publishing,Nonfiction,12500,18495,successful
failed,Design,"Product Design",2500,15,failed
failed,Photography,Photography,20000,182,failed
successful,Comics,Comics,3250,5612.99,successful
failed,Publishing,Publishing,1000,745,failed
successful,Games,"Tabletop Games",4000,4479,successful
successful,Comics,"Graphic Novels",30000,41586,successful
successful,"Film & Video","Film & Video",10000,10587,successful
failed,Music,Music,1000,0,failed
successful,"Film & Video",Documentary,7500,9775,successful
successful,Music,"Indie Rock",20000,21308.69,successful
successful,Publishing,Publishing,6396,7689,successful
failed,Art,Art,5000,156,failed
failed,"Film & Video","Film & Video",5000,200,failed
failed,Crafts,DIY,2500,100,failed
failed,Food,Drinks,15000,0,failed
failed,Games,"Video Games",5500,526,failed
failed,Food,Events,5500,0,failed
failed,Crafts,Crafts,115000,108,failed
failed,Music,Punk,1500,107,failed
successful,Comics,Comics,1100,1717,successful
successful,"Film & Video",Documentary,1200,1763.32,successful
failed,Publishing,"Art Books",800,80,failed
successful,Theater,Theater,1000,1520,successful
successful,"Film & Video",Documentary,8500,11492,successful
failed,Publishing,Fiction,10000,2551,failed
failed,Dance,Dance,2500,1237,failed
failed,Technology,Technology,65000,0,failed
successful,Music,Music,3000,4535,successful
failed,Games,"Video Games",800,1,failed
failed,Food,Food,33000,2515.77,failed
successful,Music,Music,350,370,successful
successful,Comics,Comics,1000,1085,successful
failed,"Film & Video",Documentary,30000,11575,failed
successful,Games,"Tabletop Games",10000,14692,successful
successful,"Film & Video","Film & Video",25000,25467.57,successful
successful,"Film & Video",Shorts,2000,2708,successful
successful,Publishing,"Young Adult",6500,6815,successful
failed,Music,Pop,2000,170,failed
successful,"Film & Video",Shorts,600,870,successful
failed,Fashion,Apparel,7000,1,failed
failed,"Film & Video","Film & Video",6000,730,failed
failed,Music,Pop,15000,2100,failed
successful,Publishing,Fiction,10000,12090.5,successful
failed,Music,Hip-Hop,500,1,failed
failed,Technology,Apps,100000,110,failed
failed,Games,"Gaming Hardware",3000,0,failed
failed,Comics,"Comic Books",2400,58,failed
failed,Fashion,Couture,10000,1,failed
failed,Publishing,Nonfiction,20000,443,failed
failed,Design,"Civic Design",125000,50,failed
failed,Publishing,Nonfiction,5000,0,failed
failed,Food,"Food Trucks",18000,2125,failed
successful,Music,Rock,3300,4551.22,successful
successful,Games,"Tabletop Games",5000,320890,successful
